Date,average_temp,high_temp,low_temp
2002-05-03,14.86254748,18.06337861,12.00197289
2002-05-04,18.19531436,24.84900364,13.44022263
2002-05-05,17.6876075,23.32090168,12.32811159
2002-05-06,14.16999026,18.30372532,10.20686528
2002-05-07,11.44660564,12.67342239,10.17888588
2002-05-08,14.79861816,19.92185822,10.21297191
2002-05-09,15.82167699,21.50469983,10.9394166
2002-05-10,15.3931087,20.65353032,11.14570895
2002-05-11,15.04367933,21.63853163,10.23948685
2002-05-12,15.42853212,22.36915277,10.63516297
2002-05-13,17.26387177,24.61351443,11.34360893
2002-05-14,18.85068613,24.00110768,13.34923134
2002-05-15,16.17556537,19.24467546,13.75940085
2002-05-16,14.70486262,16.88783671,12.9919395
2002-05-17,13.79389316,15.97463917,11.90528606
2002-05-18,15.53789707,20.20629571,12.16475252
2002-05-19,15.79421479,21.65293504,11.59115401
2002-05-20,17.60704558,25.04128445,11.13031294
2002-05-21,19.15388919,26.01409883,12.39856093
2002-05-22,19.0038803,24.56006438,14.79680724
2002-05-23,20.10498539,27.19274397,13.0867765
2002-05-24,19.27205544,25.55106621,12.42908593
2002-05-25,19.10596047,26.53148445,11.93850188
2002-05-26,18.13190366,24.68709442,12.24471752
2002-05-27,17.58299517,24.74666588,10.9469049
2002-05-28,17.96904961,24.65398786,11.57393941
2002-05-29,19.44427852,26.8608902,11.96043489
2002-05-30,18.9228497,24.04431402,15.46392428
2002-05-31,19.50144679,25.49487588,15.75774688
2002-06-01,20.3095622,26.33746161,16.05433774
2002-06-02,21.12990872,28.45158722,14.68197637
2002-06-03,21.30263723,27.99684842,15.29119292
2002-06-04,21.54414224,27.79683411,16.55357404
2002-06-05,23.07022917,29.80761186,16.8518732
2002-06-06,23.90027557,30.65878661,17.42917491
2002-06-07,23.79535193,30.60611509,17.32370693
2002-06-08,21.80656509,27.46524301,17.77289271
2002-06-09,21.76076399,27.70095513,16.52502226
2002-06-10,22.02828296,26.74658032,17.51425877
2002-06-11,21.69141755,26.9820315,16.88070621
2002-06-12,19.99252003,26.45474553,14.70263581
2002-06-13,19.96820076,25.12021259,15.84488535
2002-06-14,19.70159461,25.03851891,14.9835155
2002-06-15,19.65987431,24.65486968,15.75779627
2002-06-16,21.16778082,27.16388843,15.4724888
2002-06-17,22.09142093,27.90663973,16.95595875
2002-06-18,22.45165251,28.25987714,17.16374555
2002-06-19,22.55994009,27.40799373,18.75163192
2002-06-20,22.13633903,26.95035852,18.86227111
2002-06-21,22.87941232,28.50523856,17.72412922
2002-06-22,22.35640777,27.52052141,18.30650063
2002-06-23,18.115188,20.83400253,16.46830354
2002-06-24,16.18426177,17.48349603,15.0996931
2002-06-25,18.54927472,23.66311205,14.35359696
2002-06-26,18.90476377,25.37606442,12.71823424
2002-06-27,19.73344874,26.00141591,13.60085746
2002-06-28,21.15344819,28.11798461,14.43279617
2002-06-29,22.64150349,29.0058864,15.65652454
2002-06-30,23.39300766,27.73690273,19.91895089
